ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Ratings,Date,Summary
B000G6RYNE,A16YH487W9ZYO0,Bruce G. Lindsay,0,0,4,7/12/2007,An indulgence with a bite
B000G6RYNE,A83YQC1XOU4CS,J. Baker,0,0,5,7/3/2007,The best I've had
B000G6RYNE,A2LGWBIT9WCTVA,D. Gesswein,0,0,5,3/8/2007,Excellent chip!
B000G6RYNE,A3TX8RH943OLBM,annie,3,5,2,6/21/2008,salt and vinegar chips
B000G6RYNE,A3L4OZ0U0A5UDH,Linda Mullings,1,2,5,10/2/2012,Delicious!!
B000G6RYNE,A2OEUROGZDTXUJ,J. Graves,1,2,4,1/31/2012,I like them.
B000G6RYNE,A30H2335OM7RD6,"apoem ""apoem""",1,2,5,9/22/2011,Love Kettle Chips
B000G6RYNE,A2SYKMR242D0X6,Summer,1,2,5,12/17/2010,Best unsalted chips
B000G6RYNE,A27YPCR3ZXWVFE,Tiny Tim,1,2,5,10/23/2010,So Delicious...Yet my companions wont touch them.
B000G6RYNE,A39Y59C6FTC0GL,Christine,1,2,2,7/17/2009,"Love Kettle Chips, but not this flavor!"
B000G6RYNE,A3I5AT1101AS3A,Nikolette Tripp,1,2,1,1/31/2009,Maybe the worst chips ever.
B000G6RYNE,A22LENLDTGQIU7,R. Yamaoka,4,7,1,9/12/2009,Surprise 1  It's different...
B000G6RYNE,A2ZCD6KO2YY9IZ,A. Crawford,2,4,5,1/19/2008,Tasty
B000G6RYNE,A2C18CH1YC6BYT,Sophie,0,1,4,8/27/2011,Crisp
B000G6RYNE,A2M8JQ3AME7878,"Tom Z. ""tzphotos.com""",0,1,3,2/7/2011,Vinegar... Not my taste!
B000G6RYNE,A3B6TOEXSQVO24,"S. brown ""shiney lady""",0,1,5,12/16/2010,spicy thai chips
B000G6RYNE,A16S0NQ3MWJXFL,ObsidianGT,0,1,5,12/2/2010,"Delicious, what else did you expect?"
B000G6RYNE,A1UM73T71CFPSY,Rich,0,1,5,11/30/2010,Great Value
B000G6RYNE,A38KP1POQ191WT,"Judy Schinske ""Veronica""",0,1,1,7/14/2010,"I have had better ""Jalapeno Kettle Chips"""
B000G6RYNE,A1AVLKAXW55QQA,M. Simpson,0,1,4,2/1/2010,Spicy but good
B000G6RYNE,A2DQBXU2LEVWWA,V. Lowe,0,1,3,12/25/2009,boulder salt and malt vinegar chips are way better
B000G6RYNE,A4NDPXCYKRCY2,Janet R. Miles,0,1,2,11/19/2009,POTATO CHIPS
B000G6RYNE,A3TK2IOP8UQ087,"Alabaster Jones ""perpenhopher""",0,1,5,10/11/2009,"Lightly Salted, Heavily Delicious!"
